artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
81296,illuminated manuscripts; folios (leaves),An Ethiopian Warrior Killing Another Ethiopian,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81296,"<p>This folio from Walters manuscript W.609 depicts an Ethiopian warrior killing another Ethiopian.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81296"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81295,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81295,"<p>This incipit page from Walters manuscript W.609 has a titlepiece introducing the Iqbalnamah, the 2nd part of the 5th poem of the Khamsah, Iskandarnamah, which is written in white on a blue ground.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81295"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81293,illuminated manuscripts; folios (leaves),Alexander the Great Hunting Deer,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81293,"<p>On this folio from Walters manuscript W.609, the figure of Alexander the Great (Iskandar), who is depicted hunting deer, is smudged.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81293"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81294,illuminated manuscripts; folios (leaves),Alexander the Great Fighting the Russian Warriors,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81294,"<p>This folio from Walters manuscript W.609 depicts Alexander the Great fighting the Russian warriors.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81294"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81292,illuminated manuscripts; folios (leaves),Alexander the Great Admiring his Portrait Ordered by Nushabah,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81292,"<p>This folio from Walters manuscript W.609 depicts Alexander the Great admiring his portrait ordered by Nushabah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81292"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81291,illuminated manuscripts; folios (leaves),The Death of King Darius,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81291,"<p>This folio from Walters manuscript W.609 depicts The death of King Darius.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81291"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81289,illuminated manuscripts; folios (leaves),Text Page from the Iskandarnamah,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81289,nan
81287,illuminated manuscripts; folios (leaves),Bahram Gur Meeting a Shepherd who Hung his Dog on a Tree,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81287,"<p>This folio from Walters manuscript W.609 depicts Bahram Gur meeting a shepherd who hung his dog on a tree.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81287"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81288,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81288,"<p>This incipit page from Walters manuscript W.609 has a titlepiece introducing the 5th poem of the Khamsah, Iskandarnamah, which is written in white on a blue ground.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81288"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81286,illuminated manuscripts; folios (leaves),Bahram Gur in the White Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81286,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the white pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81286"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81285,illuminated manuscripts; folios (leaves),Bahram Gur in the Sandalwood Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81285,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the sandalwood pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81285"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81283,illuminated manuscripts; folios (leaves),Bahram Gur in the Red Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81283,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the red pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81283"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81284,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81284,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81284"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81282,illuminated manuscripts; folios (leaves),Bahram Gur in the Green Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81282,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the green pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81282"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81281,illuminated manuscripts; folios (leaves),Bahram Gur in the Yellow Pavilion,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81281,"<p>On this folio from Walters manuscript W.609, Bahram Gur visits the princess in the yellow pavilion. The inscriptions read: al-sultan al-a'zam al-khaqan al-a'dal.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81281"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81280,illuminated manuscripts; folios (leaves),Bahram Gur and the Indian Princess,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81280,"<p>The cypress is a frequent motif in Iranian literature, often used as a metaphor for a beautiful man or woman. Here, the protagonist Bahram Gur is told a tale by the Indian princess about a fantasy garden inhabited by beautiful fairies and their queen: ""A cypress she, those maids her mead; they jasmine, she a rose of red.""</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81280"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81278,illuminated manuscripts; folios (leaves),Bahram Gur Killing Two Lions,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81278,"<p>On this folio from Walters manuscript W.609, Bahram Gur is depicted killing two lions.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81278"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81279,illuminated manuscripts; folios (leaves),Fitnah Carrying the Ox Upstairs to Bahram Gur,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81279,"<p>On this folio from Walters manuscript W.609 Fitnah is shown carrying the ox upstairs to Bahram Gur. The inscription over the gate to the garden reads: Allahu wa-la siwahu.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81279"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81277,illuminated manuscripts; folios (leaves),Bahram Gur Killing a Lion and a Wild Ass,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81277,"<p>On this folio from Walters manuscript W.609, Bahram Gur is depicted killing a lion and a wild ass.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81277"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81276,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81276,"<p>This incipit page from Walters manuscript W.609 has a titlepiece introducing the 4th poem of the Khamsah, Haft paykar, which is written in white on a blue ground.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81276"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81274,illuminated manuscripts; folios (leaves),Laylá and Majnun Meeting in the Palm Grove,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81274,"<p>This folio from Walters manuscript W.609 depicts Laylá and Majnun meeting in the palm grove.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81274"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81275,illuminated manuscripts; folios (leaves),Laylá and Majnun Fainting at the Sight of Each Other,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81275,"<p>This folio from Walters manuscript W.609 deipcts Laylá and Majnun fainting at the sight of each other.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81275"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
